video_id,segment,start,end,p2fa
,,,,v
_dI--eQ6qVU,1,27.87913832,32.9276644,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,2,45.54897959,47.78390023,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,3,47.78390023,59.24784581,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,4,59.24784581,68.27732426,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,5,68.27732426,71.20068027,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,6,71.20068027,72.98662132,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,7,75.40113379,77.5462585,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,8,77.5462585,81.30770975,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,9,85.23877551,87.15442177,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,10,87.15442177,91.8138322,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,11,91.8138322,100.7734694,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,12,100.7734694,102.5693878,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,13,102.5693878,107.1489796,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,14,106.8795918,110.0623583,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,15,110.0623583,116.0487528,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,16,116.0487528,121.8356009,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,17,121.8356009,124.7190476,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,18,124.7190476,127.3031746,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,19,127.3031746,129.2587302,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,20,129.2587302,130.7852608,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,21,130.7852608,132.3417234,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,22,132.3417234,133.469161,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,23,141.6006803,143.3566893,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,24,143.3566893,144.9730159,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,25,144.9730159,145.9707483,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,26,145.9707483,150.7997732,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,27,154.5712018,159.4002268,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
_dI--eQ6qVU,28,159.4002268,163.0818594,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/_dI--eQ6qVU.json
0h-zjBukYpk,1,35.32222222,37.72675737,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,2,44.95034014,57.19251701,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,3,57.19251701,59.91632653,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,4,59.91632653,65.56349206,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,5,65.56349206,75.23151927,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,6,75.23151927,83.70226757,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,7,83.45283447,87.92267574,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,8,87.92267574,91.54444444,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,9,91.54444444,93.71950113,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,10,93.71950113,96.33356009,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,11,96.33356009,98.16938776,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,12,98.16938776,99.09727891,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,13,99.09727891,100.6337868,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,14,113.7240363,121.2070295,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,15,121.2070295,122.6038549,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,16,123.4219955,127.1535147,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,17,127.1535147,132.2120181,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,18,132.2120181,137.9589569,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,19,137.9589569,141.2614512,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,20,141.2614512,147.6968254,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,21,159.4501134,160.5376417,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,22,160.5376417,163.6206349,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,23,163.6206349,166.6537415,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,24,166.6537415,167.9507937,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
0h-zjBukYpk,25,167.9507937,179.993424,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/0h-zjBukYpk.json
1DmNV9C1hbY,1,12.79342404,17.0138322,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,2,17.0138322,21.26417234,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,3,21.26417234,23.91814059,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,4,23.91814059,31.00204082,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,5,31.00204082,34.2446712,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,6,34.2446712,39.46281179,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,7,39.46281179,44.59115646,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,8,44.59115646,45.87823129,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,9,45.87823129,48.25283447,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,10,48.25283447,49.49002268,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,11,57.16258503,60.03605442,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
1DmNV9C1hbY,12,60.03605442,63.23877551,/media/bighdd4/Prateek/datasets/aligned_dataset/MOSI/Features/Transcript/P2FA/Full/1DmNV9C1hbY.json
